0,1,2,3,4,5,6,7,8,9,10
whipped/sour cream,soda,white bread,snack products,,,,,,,
rolls/buns,margarine,,,,,,,,,
whipped/sour cream,root vegetables,rolls/buns,packaged fruit/vegetables,,,,,,,
turkey,whole milk,,,,,,,,,
canned beer,yogurt,white bread,,,,,,,,
tropical fruit,pip fruit,root vegetables,pet care,,,,,,,
spread cheese,rolls/buns,,,,,,,,,
frozen dessert,fruit/vegetable juice,,,,,,,,,
whipped/sour cream,chocolate,,,,,,,,,
other vegetables,white bread,,,,,,,,,
long life bakery product,butter milk,,,,,,,,,
pork,spread cheese,,,,,,,,,
bottled beer,beverages,hard cheese,fruit/vegetable juice,,,,,,,
whole milk,pastry,,,,,,,,,
sausage,rolls/buns,soda,other vegetables,,,,,,,
tropical fruit,soda,,,,,,,,,
root vegetables,cream,,,,,,,,,
liver loaf,margarine,cat food,,,,,,,,
domestic eggs,other vegetables,soda,,,,,,,,
tropical fruit,butter,,,,,,,,,
cream cheese ,chocolate,,,,,,,,,
chicken,butter,,,,,,,,,
berries,semi-finished bread,,,,,,,,,
frozen meals,pastry,,,,,,,,,
rolls/buns,seasonal products,other vegetables,white bread,,,,,,,
canned beer,grapes,UHT-milk,brown bread,,,,,,,
tropical fruit,citrus fruit,bottled water,rolls/buns,soda,pickled vegetables,,,,,
other vegetables,onions,,,,,,,,,
chicken,long life bakery product,,,,,,,,,
curd,yogurt,,,,,,,,,
pork,domestic eggs,,,,,,,,,
beef,citrus fruit,specialty bar,white bread,soda,vinegar,long life bakery product,domestic eggs,,,
pip fruit,other vegetables,hard cheese,sausage,rolls/buns,pip fruit,grapes,other vegetables,,,
beef,finished products,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
chicken,frozen meals,napkins,,,,,,,,
liver loaf,processed cheese,,,,,,,,,
hamburger meat,soft cheese,,,,,,,,,
sausage,curd,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
margarine,shopping bags,pickled vegetables,rolls/buns,,,,,,,
sausage,finished products,whole milk,yogurt,pastry,sliced cheese,onions,chewing gum,,,
other vegetables,soda,whole milk,sweet spreads,,,,,,,
beef,citrus fruit,,,,,,,,,
bottled beer,soda,hygiene articles,chicken,whole milk,whole milk,canned beer,curd,soda,,
other vegetables,frozen vegetables,whole milk,,,,,,,,
pastry,pip fruit,rolls/buns,yogurt,,,,,,,
tropical fruit,whole milk,long life bakery product,,,,,,,,
dessert,pastry,,,,,,,,,
newspapers,newspapers,,,,,,,,,
citrus fruit,hamburger meat,tea,root vegetables,sugar,shopping bags,,,,,
misc. beverages,oil,,,,,,,,,
detergent,pot plants,,,,,,,,,
white wine,curd,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
grapes,rolls/buns,,,,,,,,,
chocolate,yogurt,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
liquor (appetizer),long life bakery product,,,,,,,,,
chicken,beef,,,,,,,,,
soda,bottled beer,chicken,yogurt,,,,,,,
sausage,house keeping products,,,,,,,,,
soda,specialty bar,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
frankfurter,brown bread,whole milk,root vegetables,,,,,,,
citrus fruit,pork,canned fish,oil,,,,,,,
dessert,pork,,,,,,,,,
liquor (appetizer),coffee,bottled beer,,,,,,,,
zwieback,butter,,,,,,,,,
whipped/sour cream,citrus fruit,,,,,,,,,
candy,citrus fruit,pasta,soda,,,,,,,
yogurt,root vegetables,,,,,,,,,
beverages,long life bakery product,hygiene articles,,,,,,,,
soda,berries,,,,,,,,,
beverages,chocolate,,,,,,,,,
butter milk,soda,ham,bottled beer,detergent,,,,,,
curd,spices,frozen fish,,,,,,,,
canned beer,root vegetables,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
snack products,mayonnaise,bottled water,,,,,,,,
other vegetables,whole milk,,,,,,,,,
yogurt,white bread,salty snack,,,,,,,,
soda,bottled water,,,,,,,,,
sausage,baking powder,,,,,,,,,
citrus fruit,sugar,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
soda,candy,,,,,,,,,
sausage,salty snack,brown bread,white bread,candles,,,,,,
tropical fruit,packaged fruit/vegetables,,,,,,,,,
frozen meals,other vegetables,bottled beer,,,,,,,,
beef,whole milk,,,,,,,,,
meat,domestic eggs,,,,,,,,,
pasta,margarine,,,,,,,,,
yogurt,yogurt,other vegetables,sliced cheese,,,,,,,
tropical fruit,soda,spices,,,,,,,,
other vegetables,cooking chocolate,,,,,,,,,
rolls/buns,ham,whole milk,sliced cheese,whole milk,fruit/vegetable juice,pickled vegetables,misc. beverages,,,
beef,soft cheese,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
other vegetables,hamburger meat,citrus fruit,dish cleaner,coffee,coffee,mayonnaise,newspapers,,,
frozen fish,specialty cheese,,,,,,,,,
tropical fruit,organic products,,,,,,,,,
white bread,dog food,potato products,,,,,,,,
pork,waffles,tropical fruit,pork,canned beer,whipped/sour cream,newspapers,cream cheese ,,,
yogurt,pastry,,,,,,,,,
butter,tropical fruit,,,,,,,,,
chicken,brown bread,,,,,,,,,
white bread,shopping bags,,,,,,,,,
pork,pork,margarine,other vegetables,,,,,,,
meat,rolls/buns,soda,,,,,,,,
pastry,shopping bags,,,,,,,,,
pastry,napkins,pastry,,,,,,,,
whole milk,rolls/buns,yogurt,,,,,,,,
butter milk,margarine,,,,,,,,,
hygiene articles,coffee,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
whole milk,dessert,,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
tropical fruit,pork,photo/film,hard cheese,,,,,,,
chocolate,rolls/buns,,,,,,,,,
chicken,tropical fruit,waffles,whipped/sour cream,brown bread,,,,,,
bottled beer,tropical fruit,,,,,,,,,
whole milk,cocoa drinks,,,,,,,,,
bottled water,hamburger meat,pastry,,,,,,,,
whole milk,root vegetables,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
yogurt,long life bakery product,,,,,,,,,
beverages,pastry,,,,,,,,,
rolls/buns,whole milk,soda,,,,,,,,
rolls/buns,cat food,,,,,,,,,
specialty vegetables,yogurt,,,,,,,,,
butter milk,bottled water,shopping bags,,,,,,,,
pastry,whipped/sour cream,whipped/sour cream,oil,,,,,,,
berries,frozen meals,,,,,,,,,
tropical fruit,pastry,newspapers,,,,,,,,
specialty chocolate,other vegetables,,,,,,,,,
soda,UHT-milk,pastry,domestic eggs,,,,,,,
onions,white wine,,,,,,,,,
root vegetables,soda,,,,,,,,,
yogurt,canned beer,,,,,,,,,
grapes,shopping bags,artif. sweetener,,,,,,,,
beef,spices,,,,,,,,,
chicken,canned beer,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
butter,candy,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
cat food,tropical fruit,onions,tidbits,,,,,,,
rolls/buns,waffles,,,,,,,,,
female sanitary products,cleaner,coffee,sauces,,,,,,,
tropical fruit,soda,,,,,,,,,
dessert,other vegetables,,,,,,,,,
newspapers,brown bread,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
whole milk,sugar,,,,,,,,,
whole milk,brandy,,,,,,,,,
root vegetables,waffles,cream cheese ,,,,,,,,
fruit/vegetable juice,cat food,zwieback,frozen dessert,,,,,,,
yogurt,canned beer,,,,,,,,,
brown bread,candy,chocolate,,,,,,,,
curd cheese,pastry,,,,,,,,,
root vegetables,pastry,,,,,,,,,
margarine,mayonnaise,,,,,,,,,
frankfurter,chicken,rolls/buns,frankfurter,other vegetables,coffee,long life bakery product,domestic eggs,,,
citrus fruit,frankfurter,yogurt,ice cream,,,,,,,
whipped/sour cream,meat spreads,,,,,,,,,
ham,whole milk,artif. sweetener,,,,,,,,
curd,semi-finished bread,whole milk,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
soda,rolls/buns,,,,,,,,,
newspapers,yogurt,,,,,,,,,
UHT-milk,root vegetables,rolls/buns,rolls/buns,spread cheese,misc. beverages,sugar,,,,
yogurt,beverages,,,,,,,,,
pip fruit,pet care,bottled water,,,,,,,,
chewing gum,pastry,pastry,,,,,,,,
whole milk,beef,,,,,,,,,
napkins,butter milk,cat food,shopping bags,,,,,,,
rolls/buns,cream cheese ,margarine,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
root vegetables,candles,,,,,,,,,
canned beer,canned beer,,,,,,,,,
newspapers,salty snack,,,,,,,,,
chicken,chicken,,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
whole milk,waffles,soft cheese,domestic eggs,dish cleaner,bathroom cleaner,,,,,
sausage,pet care,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
meat,other vegetables,,,,,,,,,
beverages,waffles,specialty chocolate,,,,,,,,
frozen meals,root vegetables,cat food,,,,,,,,
whole milk,beef,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,ham,other vegetables,rum,canned beer,,,,,,
frankfurter,soda,canned beer,white bread,brown bread,,,,,,
yogurt,newspapers,,,,,,,,,
citrus fruit,grapes,,,,,,,,,
misc. beverages,fruit/vegetable juice,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
misc. beverages,pork,domestic eggs,sparkling wine,whipped/sour cream,semi-finished bread,,,,,
yogurt,pastry,bottled water,,,,,,,,
frankfurter,pastry,,,,,,,,,
curd,rolls/buns,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
ice cream,curd,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
frozen vegetables,yogurt,,,,,,,,,
dessert,sliced cheese,bottled beer,other vegetables,,,,,,,
whole milk,seasonal products,,,,,,,,,
butter milk,beverages,butter,,,,,,,,
other vegetables,soda,pickled vegetables,,,,,,,,
margarine,napkins,,,,,,,,,
dessert,bottled beer,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
coffee,bottled water,roll products ,,,,,,,,
newspapers,cookware,,,,,,,,,
butter,brown bread,,,,,,,,,
beverages,chocolate marshmallow,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
whole milk,white bread,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
bottled water,sausage,whole milk,margarine,,,,,,,
beef,beef,whole milk,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
hamburger meat,condensed milk,,,,,,,,,
cream cheese ,other vegetables,,,,,,,,,
root vegetables,specialty chocolate,,,,,,,,,
ham,napkins,rice,,,,,,,,
pasta,canned beer,,,,,,,,,
frankfurter,rolls/buns,newspapers,waffles,,,,,,,
frozen fish,sausage,other vegetables,canned beer,yogurt,shopping bags,beverages,chewing gum,canned beer,,
newspapers,napkins,,,,,,,,,
cream cheese ,meat,rolls/buns,yogurt,frozen meals,whipped/sour cream,,,,,
pastry,domestic eggs,dish cleaner,,,,,,,,
brown bread,whole milk,white bread,,,,,,,,
other vegetables,margarine,,,,,,,,,
pork,pork,rolls/buns,sparkling wine,,,,,,,
other vegetables,other vegetables,newspapers,pip fruit,,,,,,,
tropical fruit,candy,,,,,,,,,
beef,brown bread,,,,,,,,,
finished products,rolls/buns,,,,,,,,,
whole milk,butter,newspapers,chewing gum,,,,,,,
other vegetables,pastry,,,,,,,,,
whole milk,berries,,,,,,,,,
specialty chocolate,pasta,soda,long life bakery product,,,,,,,
root vegetables,frozen vegetables,rolls/buns,,,,,,,,
beef,pasta,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sliced cheese,sugar,,,,,,,,,
UHT-milk,beverages,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
dessert,jam,,,,,,,,,
long life bakery product,frozen vegetables,,,,,,,,,
pip fruit,white bread,rolls/buns,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
yogurt,onions,,,,,,,,,
hamburger meat,curd,,,,,,,,,
sausage,beef,white wine,other vegetables,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
packaged fruit/vegetables,specialty bar,whipped/sour cream,,,,,,,,
chicken,soda,packaged fruit/vegetables,,,,,,,,
brown bread,dessert,,,,,,,,,
pork,whole milk,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
soft cheese,sugar,,,,,,,,,
whole milk,liquor,,,,,,,,,
citrus fruit,curd,,,,,,,,,
sausage,sliced cheese,yogurt,pastry,hygiene articles,,,,,,
meat spreads,sliced cheese,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
soda,rolls/buns,soda,,,,,,,,
whole milk,other vegetables,,,,,,,,,
butter,yogurt,,,,,,,,,
margarine,butter milk,,,,,,,,,
yogurt,soda,dessert,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
brown bread,soda,,,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
chicken,shopping bags,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
salty snack,bottled water,,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
curd,other vegetables,shopping bags,,,,,,,,
UHT-milk,ice cream,specialty bar,,,,,,,,
root vegetables,misc. beverages,frozen dessert,,,,,,,,
citrus fruit,specialty chocolate,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
berries,condensed milk,whipped/sour cream,,,,,,,,
skin care,frankfurter,root vegetables,fruit/vegetable juice,,,,,,,
other vegetables,frozen meals,,,,,,,,,
butter,mustard,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
onions,tropical fruit,,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
shopping bags,beef,citrus fruit,cat food,,,,,,,
pip fruit,tropical fruit,waffles,root vegetables,,,,,,,
Instant food products,bottled beer,butter,,,,,,,,
liquor,hard cheese,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
whole milk,white bread,,,,,,,,,
pastry,bottled water,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
bottled beer,dog food,oil,,,,,,,,
other vegetables,canned beer,,,,,,,,,
specialty bar,other vegetables,,,,,,,,,
dishes,misc. beverages,,,,,,,,,
baking powder,pickled vegetables,,,,,,,,,
domestic eggs,frozen fish,,,,,,,,,
onions,candy,,,,,,,,,
tropical fruit,frozen fish,domestic eggs,mustard,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
other vegetables,sausage,,,,,,,,,
whole milk,other vegetables,curd,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
frozen vegetables,misc. beverages,,,,,,,,,
tropical fruit,sugar,,,,,,,,,
tropical fruit,candy,fruit/vegetable juice,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
frozen meals,sausage,canned beer,brown bread,frozen vegetables,chocolate,,,,,
pork,whole milk,waffles,whole milk,sugar,,,,,,
frozen meals,soda,,,,,,,,,
beef,pastry,,,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,grapes,chocolate,pot plants,,,,,,,
berries,brown bread,,,,,,,,,
sausage,bottled beer,dessert,butter,cream cheese ,other vegetables,canned beer,brown bread,,,
pip fruit,tropical fruit,shopping bags,,,,,,,,
salty snack,chocolate,,,,,,,,,
bottled beer,dishes,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
napkins,waffles,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
oil,cream cheese ,white bread,,,,,,,,
root vegetables,curd,,,,,,,,,
berries,other vegetables,,,,,,,,,
citrus fruit,whole milk,pastry,other vegetables,,,,,,,
margarine,yogurt,,,,,,,,,
pastry,whole milk,,,,,,,,,
soda,whole milk,,,,,,,,,
curd,soda,,,,,,,,,
misc. beverages,cream cheese ,,,,,,,,,
yogurt,whole milk,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
candles,other vegetables,,,,,,,,,
soda,margarine,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
whole milk,yogurt,pasta,,,,,,,,
UHT-milk,condensed milk,pastry,,,,,,,,
frankfurter,rolls/buns,jam,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
long life bakery product,salty snack,,,,,,,,,
bottled beer,packaged fruit/vegetables,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
bottled beer,pastry,cream cheese ,,,,,,,,
salt,tropical fruit,newspapers,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
soda,domestic eggs,,,,,,,,,
pork,curd,,,,,,,,,
pastry,shopping bags,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
whole milk,popcorn,,,,,,,,,
bottled water,shopping bags,brown bread,,,,,,,,
beef,soda,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
yogurt,sausage,domestic eggs,other vegetables,nut snack,shopping bags,,,,,
misc. beverages,salt,candy,,,,,,,,
rolls/buns,light bulbs,long life bakery product,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
pastry,chocolate,,,,,,,,,
onions,rum,,,,,,,,,
bottled beer,soda,,,,,,,,,
turkey,beef,root vegetables,margarine,shopping bags,curd,,,,,
beef,processed cheese,other vegetables,spices,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
liquor (appetizer),hard cheese,yogurt,,,,,,,,
photo/film,pork,liquor,,,,,,,,
root vegetables,coffee,,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
frankfurter,sausage,,,,,,,,,
whole milk,shopping bags,newspapers,,,,,,,,
red/blush wine,salty snack,,,,,,,,,
pork,other vegetables,,,,,,,,,
newspapers,chewing gum,,,,,,,,,
citrus fruit,bottled beer,cat food,,,,,,,,
sausage,curd,,,,,,,,,
soda,rolls/buns,,,,,,,,,
rolls/buns,whole milk,white bread,popcorn,,,,,,,
soda,red/blush wine,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,flour,,,,,,,,,
whole milk,soda,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
other vegetables,whole milk,sliced cheese,,,,,,,,
beef,candy,,,,,,,,,
bottled water,shopping bags,soda,flour,,,,,,,
white wine,whole milk,,,,,,,,,
whole milk,waffles,waffles,,,,,,,,
whipped/sour cream,beverages,,,,,,,,,
pip fruit,soda,condensed milk,,,,,,,,
sausage,pork,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
other vegetables,yogurt,salty snack,,,,,,,,
root vegetables,soda,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
whole milk,pork,,,,,,,,,
citrus fruit,chicken,,,,,,,,,
misc. beverages,grapes,instant coffee,,,,,,,,
cream cheese ,canned beer,chewing gum,,,,,,,,
butter,coffee,,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
whole milk,coffee,salty snack,root vegetables,yogurt,oil,soft cheese,,,,
brown bread,dessert,,,,,,,,,
root vegetables,grapes,,,,,,,,,
pork,herbs,,,,,,,,,
soda,candles,rolls/buns,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
pot plants,other vegetables,,,,,,,,,
whole milk,coffee,fruit/vegetable juice,,,,,,,,
citrus fruit,whole milk,yogurt,canned beer,,,,,,,
pork,other vegetables,,,,,,,,,
hamburger meat,cleaner,,,,,,,,,
canned beer,brown bread,,,,,,,,,
salty snack,semi-finished bread,sliced cheese,,,,,,,,
margarine,other vegetables,,,,,,,,,
bottled beer,brown bread,,,,,,,,,
pip fruit,specialty chocolate,liquor,rolls/buns,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
liquor,specialty chocolate,,,,,,,,,
other vegetables,cereals,cleaner,,,,,,,,
soda,beverages,rolls/buns,curd,,,,,,,
other vegetables,rolls/buns,sweet spreads,,,,,,,,
seasonal products,white bread,specialty chocolate,soda,,,,,,,
soda,margarine,,,,,,,,,
pastry,frozen dessert,,,,,,,,,
whole milk,coffee,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
other vegetables,soda,,,,,,,,,
brown bread,fruit/vegetable juice,,,,,,,,,
whole milk,grapes,,,,,,,,,
salty snack,brown bread,napkins,,,,,,,,
soda,soda,roll products ,,,,,,,,
tropical fruit,frozen potato products,,,,,,,,,
coffee,packaged fruit/vegetables,bottled water,pastry,,,,,,,
soft cheese,onions,,,,,,,,,
margarine,waffles,,,,,,,,,
bottled water,canned vegetables,,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
shopping bags,other vegetables,newspapers,domestic eggs,,,,,,,
pip fruit,dessert,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
sausage,flower (seeds),,,,,,,,,
whole milk,sausage,yogurt,whole milk,butter,,,,,,
domestic eggs,root vegetables,,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
coffee,whole milk,domestic eggs,,,,,,,,
frankfurter,condensed milk,,,,,,,,,
soda,cream cheese ,,,,,,,,,
cream cheese ,rice,,,,,,,,,
beef,pastry,,,,,,,,,
pork,cat food,,,,,,,,,
root vegetables,nut snack,,,,,,,,,
brown bread,pip fruit,,,,,,,,,
sausage,soda,,,,,,,,,
pork,long life bakery product,,,,,,,,,
canned beer,dishes,,,,,,,,,
syrup,waffles,,,,,,,,,
other vegetables,sausage,rolls/buns,domestic eggs,waffles,whole milk,,,,,
margarine,rolls/buns,,,,,,,,,
soap,rum,,,,,,,,,
whipped/sour cream,butter milk,,,,,,,,,
white bread,flour,,,,,,,,,
pork,whole milk,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
chicken,finished products,meat,fruit/vegetable juice,,,,,,,
whipped/sour cream,house keeping products,,,,,,,,,
other vegetables,curd,,,,,,,,,
sausage,yogurt,,,,,,,,,
dishes,butter milk,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
whole milk,fish,other vegetables,soda,,,,,,,
rolls/buns,domestic eggs,napkins,,,,,,,,
root vegetables,misc. beverages,,,,,,,,,
tropical fruit,grapes,,,,,,,,,
pastry,soda,,,,,,,,,
yogurt,soda,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
domestic eggs,napkins,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
rolls/buns,sauces,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
white bread,white bread,,,,,,,,,
chewing gum,softener,,,,,,,,,
berries,bottled beer,,,,,,,,,
tropical fruit,butter,,,,,,,,,
brown bread,canned beer,,,,,,,,,
rolls/buns,grapes,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
soda,other vegetables,,,,,,,,,
curd,butter,,,,,,,,,
liquor (appetizer),candy,misc. beverages,,,,,,,,
whole milk,bottled beer,,,,,,,,,
curd,misc. beverages,,,,,,,,,
softener,salt,whole milk,,,,,,,,
other vegetables,dessert,,,,,,,,,
grapes,meat spreads,domestic eggs,,,,,,,,
soda,detergent,,,,,,,,,
frankfurter,frankfurter,long life bakery product,newspapers,pip fruit,whipped/sour cream,hygiene articles,,,,
liver loaf,frozen vegetables,soda,curd,,,,,,,
soups,specialty bar,soda,whipped/sour cream,,,,,,,
whole milk,soda,pickled vegetables,,,,,,,,
other vegetables,chocolate,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
bottled beer,frankfurter,pastry,sliced cheese,frozen vegetables,,,,,,
rolls/buns,brandy,,,,,,,,,
oil,UHT-milk,,,,,,,,,
whole milk,waffles,,,,,,,,,
butter,fruit/vegetable juice,,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
chicken,butter,rolls/buns,shopping bags,soda,,,,,,
frozen vegetables,pot plants,domestic eggs,,,,,,,,
curd,waffles,,,,,,,,,
napkins,fruit/vegetable juice,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
sausage,domestic eggs,sugar,,,,,,,,
white bread,shopping bags,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
soda,candy,,,,,,,,,
coffee,fruit/vegetable juice,,,,,,,,,
frankfurter,root vegetables,sugar,whole milk,,,,,,,
pork,cream cheese ,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
